"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8102","Laptop TC_084:Articles Footer form Facebook redirection @regression","Browser:Google Chrome","Thu Dec 04 07:38:01 UTC 2025","passed","Thu Dec 04 07:38:09 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","7625","Laptop TC_132:Check expantion and collapse of events card of events in online events tab @regression","Browser:Google Chrome","Thu Dec 04 07:37:09 UTC 2025","passed","Thu Dec 04 07:37:16 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","10221","Tablet TC_124:Check pagination of offline events if present with Z-A filter @regression","Browser:Google Chrome","Thu Dec 04 07:41:24 UTC 2025","passed","Thu Dec 04 07:41:34 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","16136","Laptop TC_108:Successful Articles submenu Promo Redirection @regression","Browser:Google Chrome","Thu Dec 04 07:38:12 UTC 2025","passed","Thu Dec 04 07:38:28 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","60630","Tablet TC_108:Successful Articles submenu Promo Redirection @regression","Browser:Google Chrome","Thu Dec 04 07:38:13 UTC 2025","passed","Thu Dec 04 07:39:14 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","5442","Desktop TC_078:Articles Footer form successful subscription @regression","Browser:Google Chrome","Thu Dec 04 07:37:04 UTC 2025","passed","Thu Dec 04 07:37:10 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","8164","Desktop TC_082:Articles Footer form Privacy Policy link @regression","Browser:Google Chrome","Thu Dec 04 07:37:44 UTC 2025","passed","Thu Dec 04 07:37:52 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","9263","Tablet TC_125:Valid Search functionality in All events @regression","Browser:Google Chrome","Thu Dec 04 07:41:37 UTC 2025","passed","Thu Dec 04 07:41:46 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","21925","Laptop TC_131:Check expantion and collapse of events card in all events tab @regression","Browser:Google Chrome","Thu Dec 04 07:36:48 UTC 2025","passed","Thu Dec 04 07:37:10 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","108167","Mobile TC_052:Articles Popular button result with Empty result @regression","Browser:Google Chrome","Thu Dec 04 07:40:23 UTC 2025","passed","Thu Dec 04 07:42:11 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","19923","Tablet TC_032:Successful redirection on Job board submenu @regression","Browser:Google Chrome","Thu Dec 04 07:40:14 UTC 2025","passed","Thu Dec 04 07:40:33 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","13919","Tablet TC_055:Articles Filter Applied single filter @regression","Browser:Google Chrome","Thu Dec 04 07:36:06 UTC 2025","passed","Thu Dec 04 07:36:20 UTC 2025","All Articles filters","functional/5_AllArticles/filterAllArticles.spec.js","",""
"","8981","Tablet TC_053:Article add bookmark without login @regression","Browser:Google Chrome","Thu Dec 04 07:42:25 UTC 2025","passed","Thu Dec 04 07:42:34 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","12699","Desktop TC_055:Articles Filter Applied single filter @regression","Browser:Google Chrome","Thu Dec 04 07:35:53 UTC 2025","passed","Thu Dec 04 07:36:06 UTC 2025","All Articles filters","functional/5_AllArticles/filterAllArticles.spec.js","",""
"","25204","Tablet TC_050:Articles New button result with five filters applied @regression","Browser:Google Chrome","Thu Dec 04 07:39:29 UTC 2025","passed","Thu Dec 04 07:39:54 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","7607","Desktop TC_151: Footer form Republishing policy link @regression","Browser:Google Chrome","Thu Dec 04 07:43:02 UTC 2025","passed","Thu Dec 04 07:43:10 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","110480","Tablet TC_052:Articles Popular button result with Empty result @regression","Browser:Google Chrome","Thu Dec 04 07:40:21 UTC 2025","passed","Thu Dec 04 07:42:12 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","10264","Tablet TC_127:Valid Search functionality in Offline events @regression","Browser:Google Chrome","Thu Dec 04 07:36:02 UTC 2025","passed","Thu Dec 04 07:36:12 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","37431","Desktop TC_056:Articles Filter Applied multiple filter @regression","Browser:Google Chrome","Thu Dec 04 07:36:20 UTC 2025","passed","Thu Dec 04 07:36:57 UTC 2025","All Articles filters","functional/5_AllArticles/filterAllArticles.spec.js","",""
"","20641","Mobile TC_129:Invalid Search functionality in Online events @regression","Browser:Google Chrome","Thu Dec 04 07:36:22 UTC 2025","passed","Thu Dec 04 07:36:43 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","16107","Laptop TC_124:Check pagination of offline events if present with Z-A filter @regression","Browser:Google Chrome","Thu Dec 04 07:41:21 UTC 2025","passed","Thu Dec 04 07:41:37 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","11570","Desktop TC_087:Articles Footer form Instagram redirection @regression","Browser:Google Chrome","Thu Dec 04 07:38:39 UTC 2025","passed","Thu Dec 04 07:38:51 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","19727","Desktop TC_013:Successful Company Logo Redirection @regression","Browser:Google Chrome","Thu Dec 04 07:38:02 UTC 2025","passed","Thu Dec 04 07:38:21 UTC 2025","Navbar","functional/3_Navbar/navbar.spec.js","",""
"","6066","Mobile TC_114:Check pagination of online events if present with oldest filter @regression","Browser:Google Chrome","Thu Dec 04 07:39:52 UTC 2025","passed","Thu Dec 04 07:39:58 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","15412","Tablet TC_089:Successful Articles submenu News Redirection @regression","Browser:Google Chrome","Thu Dec 04 07:41:40 UTC 2025","passed","Thu Dec 04 07:41:56 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","8396","Laptop TC_117:Check pagination of all events if present with A-Z filter @regression","Browser:Google Chrome","Thu Dec 04 07:40:10 UTC 2025","passed","Thu Dec 04 07:40:18 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","19200","Mobile TC_158: Footer form Instagram redirection @regression","Browser:Google Chrome","Thu Dec 04 07:44:35 UTC 2025","passed","Thu Dec 04 07:44:54 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","7887","Mobile TC_118:Check pagination of all events if present with Z-A filter @regression","Browser:Google Chrome","Thu Dec 04 07:40:25 UTC 2025","passed","Thu Dec 04 07:40:33 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","10535","Desktop TC_137:Successful redirection Google Calender of event cards of all events @regression","Browser:Google Chrome","Thu Dec 04 07:39:53 UTC 2025","passed","Thu Dec 04 07:40:03 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","6780","Laptop TC_158: Footer form Instagram redirection @regression","Browser:Google Chrome","Thu Dec 04 07:44:31 UTC 2025","passed","Thu Dec 04 07:44:38 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","16759","Laptop TC_016:Invaild Search results @regression","Browser:Google Chrome","Thu Dec 04 07:38:50 UTC 2025","passed","Thu Dec 04 07:39:07 UTC 2025","Navbar Search","functional/3_Navbar/search.spec.js","",""
"","12707","Laptop TC_137:Successful redirection Google Calender of event cards of all events @regression","Browser:Google Chrome","Thu Dec 04 07:40:03 UTC 2025","passed","Thu Dec 04 07:40:16 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","16380","Mobile TC_065:Article pagination without filter new button result @regression","Browser:Google Chrome","Thu Dec 04 07:45:01 UTC 2025","passed","Thu Dec 04 07:45:17 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","18036","Laptop TC_093:Successful Articles submenu Marketplace Redirection @regression","Browser:Google Chrome","Thu Dec 04 07:42:34 UTC 2025","passed","Thu Dec 04 07:42:52 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","18128","Tablet TC_057:Article pagination with two filters popular tab and pagination check @regression","Browser:Google Chrome","Thu Dec 04 07:43:33 UTC 2025","passed","Thu Dec 04 07:43:51 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","6773","Laptop TC_053:Article add bookmark without login @regression","Browser:Google Chrome","Thu Dec 04 07:42:18 UTC 2025","passed","Thu Dec 04 07:42:25 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","23757","Desktop TC_058:Articles Filter Applied All Articles filter button @regression","Browser:Google Chrome","Thu Dec 04 07:36:30 UTC 2025","passed","Thu Dec 04 07:36:54 UTC 2025","All Articles filters","functional/5_AllArticles/filterAllArticles.spec.js","",""
"","16099","Desktop TC_008:Login with LinkdIn redirection link @regression","Browser:Google Chrome","Thu Dec 04 07:36:57 UTC 2025","passed","Thu Dec 04 07:37:13 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","10062","Desktop TC_069:Article newletter valid Subscription @regression","Browser:Google Chrome","Thu Dec 04 07:45:24 UTC 2025","passed","Thu Dec 04 07:45:34 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","8597","Tablet TC_152: Footer form Disclaimer link @regression","Browser:Google Chrome","Thu Dec 04 07:43:18 UTC 2025","passed","Thu Dec 04 07:43:26 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","13428","Tablet TC_098:Successful Articles submenu Props Redirection @regression","Browser:Google Chrome","Thu Dec 04 07:43:38 UTC 2025","passed","Thu Dec 04 07:43:51 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","67427","Tablet TC_134:Successful redirection of all official website of event cards of all events @regression","Browser:Google Chrome","Thu Dec 04 07:37:54 UTC 2025","passed","Thu Dec 04 07:39:01 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","21393","Desktop TC_033:Successful redirection on Talent Platform submenu (with company login) @regression","Browser:Google Chrome","Thu Dec 04 07:40:22 UTC 2025","passed","Thu Dec 04 07:40:43 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","9541","Mobile TC_128:Invalid Search functionality in All events @regression","Browser:Google Chrome","Thu Dec 04 07:36:12 UTC 2025","passed","Thu Dec 04 07:36:22 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","6516","Desktop TC_152: Footer form Disclaimer link @regression","Browser:Google Chrome","Thu Dec 04 07:43:11 UTC 2025","passed","Thu Dec 04 07:43:18 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","20138","Laptop TC_018:Successful search modal close @regression","Browser:Google Chrome","Thu Dec 04 07:39:23 UTC 2025","passed","Thu Dec 04 07:39:43 UTC 2025","Navbar Search","functional/3_Navbar/search.spec.js","",""
"","8050","Tablet TC_082:Articles Footer form Privacy Policy link @regression","Browser:Google Chrome","Thu Dec 04 07:37:47 UTC 2025","passed","Thu Dec 04 07:37:55 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","13668","Desktop TC_016:Invaild Search results @regression","Browser:Google Chrome","Thu Dec 04 07:38:48 UTC 2025","passed","Thu Dec 04 07:39:01 UTC 2025","Navbar Search","functional/3_Navbar/search.spec.js","",""
"","50324","Laptop TC_048:Successful popular button result @regression","Browser:Google Chrome","Thu Dec 04 07:39:06 UTC 2025","passed","Thu Dec 04 07:39:56 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","13117","Mobile TC_100:Successful Articles submenu Gamedev Redirection @regression","Browser:Google Chrome","Thu Dec 04 07:36:06 UTC 2025","passed","Thu Dec 04 07:36:19 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","10883","Tablet TC_111:Successful Big Image Banner visbility and redirection @regression","Browser:Google Chrome","Thu Dec 04 07:39:25 UTC 2025","passed","Thu Dec 04 07:39:36 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","15903","Desktop TC_154: Footer form Terms of use link @regression","Browser:Google Chrome","Thu Dec 04 07:43:35 UTC 2025","passed","Thu Dec 04 07:43:51 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","4459","Laptop TC_112:Successful redirection on all sponsored tag present @regression","Browser:Google Chrome","Thu Dec 04 07:39:29 UTC 2025","passed","Thu Dec 04 07:39:34 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","22848","Mobile TC_140:Successful redirection ICalender of event cards of all events @regression","Browser:Google Chrome","Thu Dec 04 07:41:06 UTC 2025","passed","Thu Dec 04 07:41:29 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","22164","Tablet TC_006:Login with Xsolla redirection link @regression","Browser:Google Chrome","Thu Dec 04 07:36:35 UTC 2025","passed","Thu Dec 04 07:36:57 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","22189","Desktop TC_006:Login with Xsolla redirection link @regression","Browser:Google Chrome","Thu Dec 04 07:36:26 UTC 2025","passed","Thu Dec 04 07:36:48 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","17453","Mobile TC_101:Successful Articles submenu Materials Redirection @regression","Browser:Google Chrome","Thu Dec 04 07:36:21 UTC 2025","passed","Thu Dec 04 07:36:38 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","19610","Laptop TC_011:Successful Advertise redirection @regression","Browser:Google Chrome","Thu Dec 04 07:37:38 UTC 2025","passed","Thu Dec 04 07:37:58 UTC 2025","Navbar","functional/3_Navbar/navbar.spec.js","",""
"","8145","Tablet TC_157: Footer form YouTube redirection @regression","Browser:Google Chrome","Thu Dec 04 07:44:23 UTC 2025","passed","Thu Dec 04 07:44:31 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","12836","Desktop TC_139:Successful redirection Google Calender of event cards of offline events @regression","Browser:Google Chrome","Thu Dec 04 07:40:40 UTC 2025","passed","Thu Dec 04 07:40:53 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","8572","Laptop TC_118:Check pagination of all events if present with Z-A filter @regression","Browser:Google Chrome","Thu Dec 04 07:40:18 UTC 2025","passed","Thu Dec 04 07:40:27 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","17363","Desktop TC_117:Check pagination of all events if present with A-Z filter @regression","Browser:Google Chrome","Thu Dec 04 07:40:07 UTC 2025","passed","Thu Dec 04 07:40:25 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","6307","Mobile TC_153: Footer form Privacy Policy link @regression","Browser:Google Chrome","Thu Dec 04 07:43:34 UTC 2025","passed","Thu Dec 04 07:43:40 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","7541","Mobile TC_152: Footer form Disclaimer link @regression","Browser:Google Chrome","Thu Dec 04 07:43:26 UTC 2025","passed","Thu Dec 04 07:43:34 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","7211","Tablet TC_156: Footer form Twitter redirection @regression","Browser:Google Chrome","Thu Dec 04 07:44:06 UTC 2025","passed","Thu Dec 04 07:44:14 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","24721","Laptop TC_017:Successfully clearred searched value @regression","Browser:Google Chrome","Thu Dec 04 07:39:07 UTC 2025","passed","Thu Dec 04 07:39:31 UTC 2025","Navbar Search","functional/3_Navbar/search.spec.js","",""
"","7583","Laptop TC_153: Footer form Privacy Policy link @regression","Browser:Google Chrome","Thu Dec 04 07:45:57 UTC 2025","passed","Thu Dec 04 07:46:04 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","47298","Tablet TC_137:Successful redirection Google Calender of event cards of all events @regression","Browser:Google Chrome","Thu Dec 04 07:40:16 UTC 2025","passed","Thu Dec 04 07:41:03 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","7587","Mobile TC_081:Articles Footer form Disclaimer link @regression","Browser:Google Chrome","Thu Dec 04 07:37:44 UTC 2025","passed","Thu Dec 04 07:37:51 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","14241","Tablet TC_091:Successful Articles submenu 80 Level Anivarsary Redirection @regression","Browser:Google Chrome","Thu Dec 04 07:42:07 UTC 2025","passed","Thu Dec 04 07:42:21 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","8396","Mobile TC_049:Successful new button result @regression","Browser:Google Chrome","Thu Dec 04 07:39:19 UTC 2025","passed","Thu Dec 04 07:39:27 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","12173","Desktop TC_048:Successful popular button result @regression","Browser:Google Chrome","Thu Dec 04 07:39:00 UTC 2025","passed","Thu Dec 04 07:39:12 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","14033","Desktop TC_093:Successful Articles submenu Marketplace Redirection @regression","Browser:Google Chrome","Thu Dec 04 07:42:29 UTC 2025","passed","Thu Dec 04 07:42:43 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","7686","Mobile TC_053:Article add bookmark without login @regression","Browser:Google Chrome","Thu Dec 04 07:42:26 UTC 2025","passed","Thu Dec 04 07:42:33 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","13609","Mobile TC_145:Featured Events Pagination functionality @regression","Browser:Google Chrome","Thu Dec 04 07:42:28 UTC 2025","passed","Thu Dec 04 07:42:41 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","16645","Desktop TC_032:Successful redirection on Job board submenu @regression","Browser:Google Chrome","Thu Dec 04 07:40:05 UTC 2025","passed","Thu Dec 04 07:40:22 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","14537","Laptop TC_103:Successful Articles submenu Ratings Redirection @regression","Browser:Google Chrome","Thu Dec 04 07:36:44 UTC 2025","passed","Thu Dec 04 07:36:59 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","7075","Laptop TC_159: Footer form Podcasts Round Table redirection @regression","Browser:Google Chrome","Thu Dec 04 07:44:41 UTC 2025","passed","Thu Dec 04 07:44:48 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","15192","Desktop TC_067:Article page right side promo banner visibility with redirection @regression","Browser:Google Chrome","Thu Dec 04 07:39:03 UTC 2025","passed","Thu Dec 04 07:39:18 UTC 2025","Articles promo banner","functional/5_AllArticles/promoImagebanner.spec.js","",""
"","8953","Laptop TC_116:Check pagination of all events if present with newest filter @regression","Browser:Google Chrome","Thu Dec 04 07:40:01 UTC 2025","passed","Thu Dec 04 07:40:10 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","7348","Desktop TC_158: Footer form Instagram redirection @regression","Browser:Google Chrome","Thu Dec 04 07:44:28 UTC 2025","passed","Thu Dec 04 07:44:35 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","17176","Tablet TC_065:Article pagination without filter new button result @regression","Browser:Google Chrome","Thu Dec 04 07:44:54 UTC 2025","passed","Thu Dec 04 07:45:11 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","15933","Mobile TC_056:Articles Filter Applied multiple filter @regression","Browser:Google Chrome","Thu Dec 04 07:36:24 UTC 2025","passed","Thu Dec 04 07:36:40 UTC 2025","All Articles filters","functional/5_AllArticles/filterAllArticles.spec.js","",""
"","6595","Tablet TC_144:Successful redirection of iCalender button @regression","Browser:Google Chrome","Thu Dec 04 07:42:20 UTC 2025","passed","Thu Dec 04 07:42:26 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","8616","Tablet TC_148: Footer form email field validation @regression","Browser:Google Chrome","Thu Dec 04 07:42:46 UTC 2025","passed","Thu Dec 04 07:42:54 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","19434","Tablet TC_036:Successful redirection on events @regression","Browser:Google Chrome","Thu Dec 04 07:40:45 UTC 2025","passed","Thu Dec 04 07:41:05 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","43347","Tablet TC_151: Footer form Republishing policy link @regression","Browser:Google Chrome","Thu Dec 04 07:43:07 UTC 2025","passed","Thu Dec 04 07:43:51 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","10770","Mobile TC_119:Check pagination of online events if present with newest filter @regression","Browser:Google Chrome","Thu Dec 04 07:40:33 UTC 2025","passed","Thu Dec 04 07:40:43 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","51848","Laptop TC_046:Successful Big Image Banner visbility and redirection @regression","Browser:Google Chrome","Thu Dec 04 07:46:47 UTC 2025","passed","Thu Dec 04 07:47:39 UTC 2025","All Articles banner","functional/5_AllArticles/bannerAllArticles.spec.js","",""
"","20870","Tablet TC_012:Successful Colored Header Button redirection @regression","Browser:Google Chrome","Thu Dec 04 07:37:58 UTC 2025","passed","Thu Dec 04 07:38:19 UTC 2025","Navbar","functional/3_Navbar/navbar.spec.js","",""
"","13882","Mobile TC_090:Successful Articles submenu Interviews Redirection @regression","Browser:Google Chrome","Thu Dec 04 07:41:56 UTC 2025","passed","Thu Dec 04 07:42:10 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","9056","Desktop TC_079:Articles Footer form About & Contact us link @regression","Browser:Google Chrome","Thu Dec 04 07:37:12 UTC 2025","passed","Thu Dec 04 07:37:21 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","56998","Mobile TC_099:Successful Articles submenu Animations Redirection @regression","Browser:Google Chrome","Thu Dec 04 07:35:47 UTC 2025","passed","Thu Dec 04 07:36:44 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","8853","Desktop TC_141:Successful redirection ICalender of event cards of online events @regression","Browser:Google Chrome","Thu Dec 04 07:41:18 UTC 2025","passed","Thu Dec 04 07:41:27 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","31926","Laptop TC_088:Articles Footer form Podcasts Round Table redirection @regression","Browser:Google Chrome","Thu Dec 04 07:38:55 UTC 2025","passed","Thu Dec 04 07:39:27 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","8188","Desktop TC_084:Articles Footer form Facebook redirection @regression","Browser:Google Chrome","Thu Dec 04 07:38:01 UTC 2025","passed","Thu Dec 04 07:38:09 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","11723","Tablet TC_121:Check pagination of online events if present with Z-A filter @regression","Browser:Google Chrome","Thu Dec 04 07:40:55 UTC 2025","passed","Thu Dec 04 07:41:07 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","47894","Laptop TC_126:Valid Search functionality in Online events @regression","Browser:Google Chrome","Thu Dec 04 07:35:49 UTC 2025","passed","Thu Dec 04 07:36:36 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
